name,composite_score,technical_quality,color_characteristics,biological_relevance,laplacian_variance,entropy,local_contrast,edge_density,golden_ratio,pink_ratio,balance_score,adipocyte_coverage,background_quality,meets_threshold
B. Shoulder 1.2_grid_5x5_r1_c1.jpg,0.6489074214171662,0.9098678427222769,0.4854943401661698,0.46014906108038367,8.448082959033222,6.608199896810709,1.4233608877322033,0.009484913352031154,2.465889208205903e-06,0.9418293357853805,4.931778416411806e-06,0.25259599582830095,0.23115807751890105,True
B. Shoulder 1.2_grid_5x5_r0_c5.jpg,0.6489006961818556,0.9022933651603932,0.49124563661292875,0.46418950921269325,10.646582561539429,6.740159933418755,1.3355957398599945,0.01261565808570251,6.114054064181759e-06,0.9293460700526921,1.2228108128363517e-05,0.2581545379747839,0.24650617490441773,True
Meat_5_17.jpg,0.6488293286974739,0.8583687681918298,0.5522913336504869,0.44871941857228614,20.589776836232797,7.08022610756745,1.8496007726579615,0.0267849277104874,1.0471584308819587e-06,0.9863455720106307,2.0943168617639175e-06,0.24134027001103997,0.22051136078507028,True
6 BEEF Shoulder -1_grid_5x5_r5_c1.jpg,0.6487804240661419,0.8765747768933413,0.562807041420415,0.4046721952466404,17.061220101582393,7.306317436312769,1.3975417324317376,0.024353031742096905,1.5313284580639397e-06,0.9036851036511194,3.0626569161278794e-06,0.27679348513422364,0.0,True
Meat_Dylan_grid_5x5_r1_c1.jpg,0.6485267792658473,0.8290430464029258,0.6181279807988412,0.4022590697003303,25.400335372667705,7.175205264673769,1.5294420326116775,0.035006787755585106,1.166101600517958e-05,0.862372076913973,2.332203201035916e-05,0.2670004037844348,0.0,True
B-1_grid_5x5_r0_c6.jpg,0.6482694196792135,0.9189725282005886,0.46957154210178575,0.465321474653412,21.394924910177384,6.2961854156939205,1.1783849660291246,0.004283606221983364,3.844244517071281e-06,0.7462316861281773,7.688489034142562e-06,0.16511722710117135,0.33091527937647824,True
Beef Shoulder 4_grid_5x5_r0_c0.jpg,0.6482455209025546,0.9271170095727715,0.4550123363518716,0.4725775974011641,7.080361679067916,6.327539561110109,1.323352313004168,0.0025414309922143657,1.2126770215697521e-05,0.7153829802930638,2.4253540431395042e-05,0.24646338566633325,0.35170256350029494,True
"4th Meat, 400 g, 3 wts_grid_5x5_r0_c0.jpg",0.6482360987719054,0.913750877846195,0.48039969785306014,0.45838341353942547,10.580804281333288,6.600034987276055,1.7624543061197764,0.008437608544164234,3.0739166842018787e-06,0.9867346983355,6.1478333684037575e-06,0.23412358063867567,0.2635061811709991,True
"4th Meat, 400 g, 3 wts_grid_5x5_r3_c0.jpg",0.6479606330646797,0.9215216377971822,0.4615188172421638,0.4712815676441976,7.196272746402652,6.382132914885217,2.077418573037103,0.004452086627753314,1.511886789917171e-06,0.9944756496633532,3.023773579834342e-06,0.23757080669799446,0.30294498490873056,True
6 BEEF Shoulder -1_grid_5x5_r2_c2.jpg,0.6477925519264097,0.9088467939147166,0.5437525379526634,0.37576178430836354,9.183875750804491,7.211051735443122,1.6673821347910072,0.015391911541100135,3.0288776119058807e-06,0.9546160973067356,6.057755223811761e-06,0.2572161151241925,0.0,True
B-1_grid_5x5_r0_c1.jpg,0.6476161568331078,0.9214247395272352,0.47698318070988494,0.44840859109501585,6.311152822455159,6.317299293808718,1.1521770693812732,0.0038684959976478797,1.801562891839929e-05,0.908179541415769,3.603125783679858e-05,0.20799124656622112,0.2885401241931669,True
"4th Meat, 400 g, 3 wts_grid_5x5_r1_c1.jpg",0.6475015750384727,0.9354904253639627,0.46205014677403555,0.4463514140879008,5.185181589934142,6.450382708277777,2.086810192662717,0.001599731549113487,1.5425882261379392e-06,0.9909594308754731,3.0851764522758785e-06,0.2500236004738831,0.2115521255094035,True
B-1_grid_5x5_r1_c3.jpg,0.6471129956287062,0.8892920008982266,0.5369842230514217,0.4138068688056717,11.522891962406074,7.088803713707244,1.5330628927078251,0.019134534591448774,4.864219807967808e-06,0.9715376483406886,9.728439615935617e-06,0.2543704114193145,0.0868639304595098,True
B. Shoulder 1.3_grid_5x5_r0_c1.jpg,0.6468044358576651,0.9179336475202772,0.5126952392523269,0.4007505724449595,7.0512564531629405,6.601580489035991,1.2516348297774427,0.007406405204643132,5.33713006707579e-06,0.8483416433424324,1.067426013415158e-05,0.2720565795238685,0.06764958270250954,True
B. Shoulder 1.2_grid_5x5_r1_c4.jpg,0.6467677588347419,0.9013364554236385,0.5044192217973957,0.4387457961447917,11.193817741919617,6.73725315577315,1.251177423013346,0.012827634479463624,6.035235687663762e-06,0.9461938358264562,1.2070471375327524e-05,0.23833549956258052,0.1811882939923669,True
B. Shoulder 1.3_grid_5x5_r1_c0.jpg,0.6466924419826675,0.9248736771042336,0.4857434012793621,0.42693112277278883,6.125446739951829,6.524625034493181,1.3570074193548733,0.004949940422315167,3.907139521677846e-06,0.8885932198901191,7.814279043355691e-06,0.261585760879278,0.1674489491718255,True
B. Shoulder 1.2_grid_5x5_r5_c1.jpg,0.6465124146842939,0.9216163580036982,0.48471281859548504,0.4328655398975791,8.544540526281219,6.873763496231685,1.4645020421430974,0.009037443276247475,1.4278930793662171e-06,0.9544423573562811,2.8557861587324343e-06,0.2684510103883421,0.12119035460942673,True
B. Shoulder 1.3_grid_5x5_r0_c3.jpg,0.6463066446377562,0.8930165235467719,0.5040308191951623,0.45075699400296276,10.491750827567001,6.8062626450302055,1.5149131571611376,0.015554581410465207,9.266789124901634e-06,0.9268567042280519,1.853357824980327e-05,0.25990287594293804,0.21195130110558336,True
B. Shoulder 1.3_grid_5x5_r1_c1.jpg,0.646192900851676,0.9282201208087969,0.48626327936054425,0.41885081900786664,5.825573466458044,6.633962969944831,1.3530624779589715,0.00513837264103355,3.321631581829869e-06,0.8710433174987966,6.643263163659738e-06,0.27397728202169946,0.10208271366444777,True
12.12 Beef Shoulder 2_grid_5x5_r3_c0.jpg,0.6460435807009226,0.8955789992785002,0.47902672825609016,0.48061050439956393,12.097019125945042,6.639788031180706,1.0749471482870379,0.013353262972694072,2.0943168617639175e-06,0.7849088503758781,4.188633723527835e-06,0.26086634051772595,0.3052178584242804,True
2nd Meat_grid_5x5_r0_c1.jpg,0.6458053847835813,0.8801493901942343,0.5306589808364874,0.43205994165246786,11.20460905880888,7.010190164442408,1.7992708676136888,0.020683185243088997,1.0401221156559797e-05,0.9609912069784214,2.0802442313119594e-05,0.26188320618552086,0.15705527123916208,True
"5th meat, 400g, placeholder and black plate_grid_5x5_r0_c2.jpg",0.6457344980413697,0.9151091661169356,0.48012884427634633,0.44658294439149676,6.634547791305313,6.693021452988117,1.5467829201017498,0.00896978459252971,5.751190444609508e-06,0.9743590168718166,1.1502380889219015e-05,0.25841798118500636,0.24694979021768204,True
6 BEEF Shoulder -1_grid_5x5_r4_c0.jpg,0.6454970678734623,0.8796150669506534,0.501436361736778,0.47259325794131424,13.684229881809765,6.657090832365626,0.9234113305625892,0.013677026343893854,7.431446928839707e-07,0.9444892533170376,1.4862893857679415e-06,0.20052259736366493,0.3808152121548969,True
6 BEEF Shoulder -1_grid_5x5_r3_c0.jpg,0.6453980056343545,0.8878323928142225,0.5366880663173917,0.4096969011903132,9.992294692777755,6.62532309733707,0.9139335272018723,0.010850982194073003,5.179493314039796e-07,0.9368488250927445,1.0358986628079592e-06,0.2009035716164487,0.1614370424188465,True
6 BEEF Shoulder -1_grid_5x5_r1_c1.jpg,0.6452836262813636,0.921450184250227,0.45850638426409984,0.4649052723553514,6.729956711659417,6.482419676354599,1.55203475336526,0.005410138403267603,1.2115510447623523e-05,0.7824563490319122,2.4231020895247045e-05,0.23090845520305775,0.27960014049914594,True
B-1_grid_5x5_r4_c0.jpg,0.6452325628890635,0.9077154519156165,0.491775922754706,0.440099236634679,9.766045236963173,6.549067303047295,1.1386487067005095,0.009468642987164225,2.3870708316879057e-06,0.9437310655740068,4.774141663375811e-06,0.2490924739530037,0.2015599580612798,True
12.12 Beef Shoulder 2_grid_5x5_r3_c2.jpg,0.6451888918951888,0.8843969004424244,0.5079754853254729,0.454554847417214,15.590532250116846,6.9129319719003295,1.4878398356810645,0.01870951212595951,1.2926213748951491e-05,0.8803766293334794,2.5852427497902982e-05,0.24504365276965073,0.20675030087150825,True
"5th meat, 400g, placeholder and black plate_grid_5x5_r1_c1.jpg",0.6450397026351127,0.9200001802208082,0.47202852017557584,0.44731859394135115,6.6626131635824795,6.621066325177433,1.8010718052231935,0.007072451743336379,4.7403623591538135e-06,0.9681218513184557,9.480724718307627e-06,0.2558218968619657,0.19485791504875305,True
6 BEEF Shoulder -1_grid_5x5_r5_c3.jpg,0.6448120946605279,0.8711590631106524,0.5585816816681982,0.40337952332959004,17.474838336091235,7.251678688301611,1.3033479503105319,0.025194721925164518,1.3511721688799466e-07,0.920561852067906,2.702344337759893e-07,0.2753569526635747,0.0,True
B. Shoulder 1.2_grid_5x5_r0_c4.jpg,0.6446092975200898,0.9059625018044255,0.4937497941447864,0.4376474753905773,8.89448625572499,6.588076360400444,1.1162954429876064,0.010272590427647794,1.4772815713087417e-05,0.8666836028591524,2.9545631426174834e-05,0.2439636495952969,0.23476695362392708,True
Meat_Dylan_grid_5x5_r1_c0.jpg,0.6445727607301446,0.861742667287251,0.5778944508274347,0.39045054410256785,22.25422021768472,7.129479013362876,1.7405787440033869,0.026403198928464235,1.2697049244952538e-05,0.9331541094202866,2.5394098489905075e-05,0.2489135413540234,0.0,True
B. Shoulder 1.3_grid_5x5_r0_c2.jpg,0.6445342778046735,0.9079217017443285,0.5048147862501302,0.4187216876775861,9.436708793737079,6.809583329987265,1.418731666129532,0.011859418282548476,5.4497277478157855e-06,0.9242254991049835,1.0899455495631571e-05,0.26691655169692813,0.12364602415935932,True
"4th Meat, 400 g, 3 wts_grid_5x5_r0_c2.jpg",0.6444284435333926,0.9199065800162869,0.4905355361349943,0.4191134955185188,10.23251212840757,6.7439591888958965,1.706202565758498,0.0082479723918273,3.023773579834342e-06,0.9573689082161527,6.047547159668684e-06,0.2635766033839386,0.09874161691195871,True
12.12 Beef Shoulder 2_grid_5x5_r1_c2.jpg,0.6444066896023315,0.8582197938194338,0.487862070373949,0.5214681897747031,11.745165343279005,5.605924597876803,0.8426501683867665,0.005133103069574918,9.683400543639617e-07,0.6942861158412146,1.9366801087279235e-06,0.05742658496098536,0.66165851930103,True
B-1_grid_5x5_r2_c5.jpg,0.644332387453145,0.8932267047422006,0.5141512650413139,0.42835505116721984,11.631546388046342,6.992382877628737,1.7351526497771368,0.017246913292219265,7.453966464987706e-06,0.9753254568403181,1.4907932929975412e-05,0.25571902762084164,0.13743696939245897,True
meattest-14.jpg,0.6438915843059874,0.8692593949028516,0.4867168226521267,0.5033477536664094,23.355676446014353,6.765282659452478,1.6712950953568606,0.02110967620665409,1.740450150026803e-06,0.9498254154454508,3.480900300053606e-06,0.23443898329864035,0.37895014185844356,True
Beef Shoulder 4_grid_5x5_r5_c1.jpg,0.6438845685547413,0.8845652675497677,0.5440464832807802,0.39856876954624443,16.37548248548192,7.229876422096708,1.327420799111426,0.02163877456971472,2.1506157021339153e-06,0.9034734087515601,4.3012314042678305e-06,0.26367872656887303,0.0,True
Beef Shoulder 4_grid_5x5_r0_c1.jpg,0.6438379233774553,0.917860772364264,0.4529166237779685,0.47269118443784314,5.384445082515563,6.2471133300767105,1.1959610559233513,0.004101494378403152,5.303350762853791e-06,0.6864416043205802,1.0606701525707582e-05,0.2614809999971175,0.32908318111104606,True
"5th meat, 400g, placeholder and black plate_grid_5x5_r0_c1.jpg",0.6436838231341543,0.9273373645945411,0.4635062949862895,0.4420866962045462,5.936950736064106,6.5300118461169605,1.7638433133098201,0.004384519908711205,3.963438362047844e-06,0.9256899220211517,7.926876724095688e-06,0.2656076261778618,0.18341015057406407,True
B-1_grid_5x5_r5_c2.jpg,0.6435961807860592,0.8764498999673873,0.4945650753003686,0.4796737777759009,11.27462156432161,5.847763123608591,0.9403798587647938,0.007729297230223401,1.0219234783699397e-06,0.6820957466704893,2.0438469567398794e-06,0.028124202059749765,0.5759263769396077,True
B-1_grid_5x5_r3_c1.jpg,0.643368383370324,0.9110577844201002,0.5089033942473327,0.40331632646286986,8.488343931150798,6.926660017991074,1.5940373212339394,0.012172991563641291,7.285069943877713e-06,0.9623179363061043,1.4570139887755426e-05,0.2728509561614892,0.034947021427703895,True
6 BEEF Shoulder -1_grid_5x5_r4_c1.jpg,0.6433509851419585,0.8560728812269625,0.5532465609414916,0.429142145286606,18.53464773584153,7.285111309924668,1.7370899234860577,0.029279698223803115,8.219630694019676e-06,0.8948453412304243,1.6439261388039353e-05,0.2637206466854125,0.12261911075888787,True
B-1_grid_5x5_r5_c3.jpg,0.6430967370830133,0.8739026878199887,0.48454479372265497,0.4957799366083542,9.197775157107682,5.707280103766904,0.9072721020623099,0.005393684120933024,2.0998427637738485e-06,0.5956333489748288,4.199685527547697e-06,0.03387894714443782,0.6122209960474836,True
Beef Shoulder 4_grid_5x5_r2_c3.jpg,0.6429500265244277,0.8768388259437674,0.5540808787263611,0.39314475437077745,16.888515744809286,7.1719000260568615,1.2911459945470645,0.023026856258341236,3.862100449381848e-06,0.8946460658550506,7.724200898763695e-06,0.26660318109166065,0.0009409619566715932,True
MeatLarge_grid_5x5_r0_c1.jpg,0.6428320548368867,0.9083600315130096,0.4845467828050633,0.4395866729996427,11.101320446072531,6.8058387350453335,1.423291520003131,0.011714730262797582,3.5355671752358607e-06,0.9857328154320436,7.071134350471721e-06,0.2436351796410422,0.18033002851007618,True
12.12 Beef Shoulder 2_grid_5x5_r0_c1.jpg,0.6427737628376279,0.9138363441116567,0.45503252345042755,0.4719113679412624,9.209943474657386,6.1761712002106215,1.1150582584152458,0.004442518974060377,1.5088089219159405e-06,0.768275470586243,3.017617843831881e-06,0.09656315171537612,0.4644405614617262,True
12.12 Beef Shoulder 3_grid_5x5_r2_c3.jpg,0.6426698597855968,0.891362292671378,0.5017595972606107,0.44203633470332715,9.99815730513578,6.9779746540449406,1.5303541446288726,0.01757793921382678,1.3477942384577468e-05,0.8691340549253288,2.6955884769154936e-05,0.26884851396283305,0.1939157332285586,True
12.12 Beef Shoulder 3_grid_5x5_r6_c1.jpg,0.6423158126358071,0.9019837874406018,0.47728464015576005,0.45789069442020114,10.352947113669625,6.756690429823583,1.4331120270194273,0.012848025919445637,7.375148088469709e-06,0.8862483394094044,1.4750296176939419e-05,0.2652752153047812,0.2311459742813824,True
B. Shoulder 1.2_grid_5x5_r2_c4.jpg,0.6422422130228107,0.9184039731507571,0.48932805273840346,0.4144632212162669,8.162938931681122,6.820967147712498,1.4351463207550466,0.00934557372211541,8.10703301327968e-06,0.9013629003433058,1.621406602655936e-05,0.2815526738255972,0.09800396025662439,True
B. Shoulder 1.2_grid_5x5_r1_c6.jpg,0.6421525658344589,0.8954000972938431,0.5104891796083171,0.42128525621604285,15.391505128716894,6.297215983044618,1.0027175989794321,0.010186375517582539,4.035093535649288e-06,0.9353498404284092,8.070187071298575e-06,0.1110658405121646,0.25619640003725674,True
Beef Shoulder 4_grid_5x5_r0_c3.jpg,0.64195632545582,0.8921809471346807,0.4822371895975133,0.4652037209712724,11.355315008183863,6.634067754976731,1.1233948933041331,0.014149148419236656,6.575704555215741e-06,0.818933482424673,1.3151409110431482e-05,0.2280800352421733,0.2735349201430206,True
B. Shoulder 1.2_grid_5x5_r3_c2.jpg,0.6418047417140788,0.9307476390834661,0.44674253468123026,0.4525831957690466,4.454079849879427,6.341537300882154,1.5998765587535422,0.0017650024249036525,2.432109903983904e-06,0.955611438284941,4.864219807967808e-06,0.25180831875268433,0.27249121524322495,True
meattest-12.jpg,0.6417105640205152,0.8688320937259931,0.5077310128103899,0.46588748818592607,24.44574579489674,6.526255646581016,1.1039768646366686,0.018975623255198724,2.0885401800321636e-06,0.9470744599383184,4.177080360064327e-06,0.142012099609443,0.36360882780716297,True
Meat_5_22.jpg,0.6417038483901076,0.883835182368263,0.542511787807072,0.3931625988413091,18.302172755869652,7.093313975355831,1.433590135787938,0.020541022926895185,8.201272297688921e-07,0.9671680443718379,1.6402544595377843e-06,0.2580611061559657,0.0,True
Beef Shoulder 4_grid_5x5_r1_c2.jpg,0.6416589784928988,0.8933673695796567,0.47972631888968753,0.46563127619858125,9.81060493129505,6.689300155516218,1.3741394656109986,0.014370346563050378,1.0201349875043597e-05,0.8456987618398714,2.0402699750087195e-05,0.25652978722101,0.2797134540431844,True
2nd Meat_grid_5x5_r2_c0.jpg,0.6415678536755933,0.8692450048512473,0.5305898841908109,0.4326535690732426,13.385710545214256,6.930375076977147,2.2197575121390143,0.022661015133848918,1.2025432303031527e-05,0.9852627764137944,2.4050864606063053e-05,0.23036554296583373,0.18919016903920383,True
12.12 Beef Shoulder 2_grid_5x5_r0_c5.jpg,0.6415421896881471,0.8815848110055069,0.503770940706834,0.4503537441542101,14.727068588490893,6.986448151507422,1.4467317742005092,0.020101748669005336,2.6922105464932937e-05,0.8785332701825488,5.3844210929865874e-05,0.26852284769082874,0.17421855098322225,True
3rd Meat_grid_5x5_r2_c1.jpg,0.6413214583741024,0.9125186613159575,0.48364749576133353,0.4281494813250108,9.193945992600886,6.657483746638836,1.5900669068431004,0.009284244795749694,7.923406695306655e-06,0.963200675533416,1.584681339061331e-05,0.25502420978717116,0.13377824043173048,True
Beef Shoulder 4_grid_5x5_r2_c1.jpg,0.6412110800881968,0.9025883263695825,0.4604371284929205,0.4760910182713666,8.73134526597268,6.436928082375096,1.4213562967468107,0.009699119179870921,1.0100011962377601e-05,0.8649250635411232,2.0200023924755202e-05,0.26954478424122497,0.27910446604163097,True
B-1_grid_5x5_r1_c4.jpg,0.6409780062329997,0.8746347551279783,0.5384872851673469,0.4106142174929478,15.885816242560791,6.851841736015083,1.265278965663965,0.020577327493146856,2.407338414221105e-05,0.9387323703559312,4.81467682844221e-05,0.24492610079095817,0.06792940684925053,True
3rd Meat_grid_5x5_r0_c0.jpg,0.6409437713496347,0.9207639724402905,0.48476446211602336,0.41188248253164117,7.497365392468839,6.692421950661813,1.5506451774699455,0.007550462677381882,9.570802862899623e-06,0.9633724811448428,1.9141605725799246e-05,0.25562319573476383,0.11049888675762443,True
Beef Shoulder 4_grid_5x5_r1_c1.jpg,0.6409420388499166,0.9158841258059355,0.45269891796141526,0.46457506896418843,5.246194657058011,6.400158052023058,1.2575843192600986,0.006030450286232312,7.769239971059694e-07,0.7977058357666443,1.5538479942119387e-06,0.26682473954805275,0.26900545362563255,True
B. Shoulder 1.2_grid_5x5_r0_c2.jpg,0.6408596986289223,0.9161277651175898,0.47820451033279326,0.42814805586163485,8.062725825471759,6.6666326360456205,1.2862153234893465,0.008467739683530257,5.641143805073778e-06,0.9243357547539641,1.1282287610147556e-05,0.2638196538260872,0.16765152603729339,True
"4th Meat, 400 g, 3 wts_grid_5x5_r2_c0.jpg",0.640771503089229,0.925877376522326,0.4572489484694858,0.4415336820639143,7.072550670513099,6.429956606105475,1.857575200066902,0.0038114990516572938,1.0809377351039573e-06,0.9885594000507321,2.1618754702079146e-06,0.2534654751189752,0.20876661439832234,True
12.12 Beef Shoulder 2_grid_5x5_r2_c4.jpg,0.6407110510845176,0.8967545256966526,0.5008373494889968,0.4268646739388308,12.716162830601247,6.931350744344939,1.6853750219397239,0.015792781804070666,4.085043857247039e-05,0.8738958333633594,8.170087714494078e-05,0.26086183661049633,0.1256366323955287,True
12.12 Beef Shoulder 3_grid_5x5_r2_c1.jpg,0.6403651895978852,0.9243363798806796,0.4364598206710691,0.47147880164295664,4.917452163092473,6.318604811630331,1.5896937163522138,0.003152825138864468,5.460987515889785e-06,0.9446060734108054,1.092197503177957e-05,0.25779411279873515,0.31922174208686527,True
Meat_Lauren.jpg,0.6403535369132894,0.8072655713175843,0.6341563564754022,0.3819703344794596,24.708987880409957,7.411074222820578,1.988160428435146,0.042662428009546845,1.8916410364319254e-06,0.9482901231476331,3.783282072863851e-06,0.2554955437441089,0.0,True
B-1_grid_5x5_r5_c5.jpg,0.640272757618468,0.8963124937908958,0.4635628426364412,0.478003060717421,8.536871193984146,5.689628542621592,0.9703841918575814,0.0027813537322325305,2.3098270401512336e-06,0.7873908641720908,4.619654080302467e-06,0.07398432005411434,0.5083881154792182,True
B. Shoulder 1.2_grid_5x5_r2_c2.jpg,0.6402269468213637,0.9327873691589734,0.46263138901784384,0.4207640520061158,6.2758096955948215,6.625755481007699,1.7171076213554861,0.003919615344703837,3.681944160197855e-06,0.9673776482073728,7.36388832039571e-06,0.24663310415051265,0.1626412337479214,True
B. Shoulder 1.3_grid_5x5_r0_c6.jpg,0.6399304224689053,0.8827300093746188,0.4812171456762382,0.4736496709294977,7.958325139489993,6.046056559091019,0.8537252405645456,0.003685539926050913,2.7264145511143837e-08,0.7911074881302816,5.4528291022287674e-08,0.2792709229414916,0.30577211453550346,True
Meat_Dylan_grid_5x5_r0_c1.jpg,0.6397024540431485,0.8296220010269784,0.6056789682899261,0.3834640589235324,25.800488022312603,7.228044660613558,1.8638992682682385,0.03535741843650748,1.595880500468125e-05,0.8705947538648307,3.19176100093625e-05,0.23740301526221716,0.0,True
Beef Shoulder 4_grid_5x5_r3_c0.jpg,0.6396166534988993,0.8932133654117997,0.5251414383523495,0.39412721564342823,15.274503097082572,7.093175310192772,1.3574131816836033,0.018195177180107287,1.1484963435479548e-06,0.9484662146605423,2.2969926870959096e-06,0.2562752151246249,0.0,True
B-1_grid_5x5_r5_c4.jpg,0.6395574279832186,0.8734443207671984,0.4662593133467625,0.5079557600198897,10.367287360191474,5.503904526102258,0.9057558649268016,0.003525817986749152,2.491813413011634e-06,0.5755102897895006,4.983626826023268e-06,0.030465834718296295,0.6696787786495207,True
Beef Shoulder 4_grid_5x5_r3_c2.jpg,0.6392984310448624,0.8928324342040879,0.4939638795358556,0.43711239810271113,11.93737682448101,6.8595140512502,1.451810730996154,0.016099835679448636,4.391309548859827e-06,0.8557216556507101,8.782619097719653e-06,0.2635758235484447,0.15090541056800333,True
B-1_grid_5x5_r0_c5.jpg,0.6392738164227499,0.8839701762741415,0.5095321633326496,0.42939795498666367,13.426826910593409,6.768058051502714,1.265585164969989,0.017458000164302535,7.87057788372569e-06,0.9399644141785882,1.574115576745138e-05,0.26089313876574205,0.12054395048391342,True
Beef Shoulder 2.jpg,0.6390915575750938,0.8834391799151137,0.5387935989118302,0.388552503959631,12.979456385935777,7.04085164425739,1.4417374040791942,0.020148189186134573,1.4061574114662169e-05,0.9406823388741656,2.8123148229324338e-05,0.26755835091140123,0.005634534817484105,True
B-1_grid_5x5_r0_c3.jpg,0.6388185543801843,0.9104581340262354,0.5089853535645298,0.3859617080884192,8.077920641186566,6.910427931393842,1.3985832601735328,0.012170728350258416,2.7811627142778905e-06,0.9365303087734672,5.562325428555781e-06,0.27015847538056215,0.0,True
6 BEEF Shoulder -1_grid_5x5_r3_c2.jpg,0.6386611736445182,0.8668086869277805,0.5520649168039516,0.3948599119680921,17.394738068931378,7.260268349483795,1.559891619173032,0.026362844044465455,5.877598934627768e-06,0.9199673363135987,1.1755197869255537e-05,0.26449395629696676,0.0,True
B. Shoulder 1.2_grid_5x5_r0_c1.jpg,0.6386564061307917,0.9062197591052948,0.4815327724325578,0.43052812854911376,9.040721285313746,6.5942507601494675,1.1401159141263308,0.01026616110007754,9.739699384009617e-06,0.901059066761597,1.9479398768019234e-05,0.25812067985218534,0.15560712686533806,True
"4th Meat, 400 g, 3 wts_grid_5x5_r2_c2.jpg",0.6386350493586455,0.923847111989576,0.4641964550038562,0.4265097812458617,6.552906684839321,6.340263632027813,1.4839340690622018,0.003478193552866761,1.3299004170567708e-06,0.9882997601139627,2.6598008341135416e-06,0.2817521843964324,0.14396851129139931,True
Meat_Dylan_grid_5x5_r0_c0.jpg,0.6384238658090429,0.8445714670156687,0.5853562185865808,0.38288240998988865,23.430639503207857,7.138508222028859,1.8277304265834433,0.030780647827603404,8.962775386903647e-06,0.9577964300590048,1.7925550773807294e-05,0.2426669859636632,0.0,True
6 BEEF Shoulder -1_grid_5x5_r4_c3.jpg,0.6383307168548531,0.8449012109639964,0.5784804958047235,0.39160823575040504,22.49118556042097,7.33493176708554,1.7749550620931653,0.03253968257542784,1.7677835876179303e-06,0.9191546175137856,3.5355671752358607e-06,0.2557296455821354,0.0,True
6 BEEF Shoulder -1_grid_5x5_r7_c0.jpg,0.6382164217186842,0.8917083534338892,0.4152206273893658,0.5448234430354016,7.861412124560073,5.186861910863138,1.6406678362738756,0.000699742055869601,0.0,0.980218234543269,0.0,0.21038280449180402,0.5585480995382803,True
12.12 Beef Shoulder 3_grid_5x5_r5_c2.jpg,0.6380688897651725,0.893685646217993,0.47823807468715385,0.4528452205498861,10.387140438985929,6.76483569816316,1.4420404257715032,0.014998923115781403,2.6764468711896945e-05,0.8121302066969137,5.352893742379389e-05,0.2781634723755552,0.21114807535903257,True
3rd Meat_grid_5x5_r2_c0.jpg,0.6380069748016515,0.91742409408746,0.4864360809358209,0.40313883535652073,8.849994662112676,6.6935399291601145,1.8089398713328173,0.008395913314011048,1.2403071258024198e-05,0.9747255225528713,2.4806142516048397e-05,0.2535985285421828,0.07486634863053654,True
B. Shoulder 1.2_grid_5x5_r2_c1.jpg,0.6378713841682857,0.9350025891044869,0.4655755095884634,0.403675680682115,6.0560139596753935,6.59758552828782,1.3768121246977185,0.0031017170515765836,3.5580867113838597e-06,0.9533773989611468,7.116173422767719e-06,0.2589336688864324,0.06915994122888391,True
B-1_grid_5x5_r0_c2.jpg,0.6371521311315145,0.9305403164709298,0.4835861179745755,0.3827234530081649,6.392279079162331,6.730908881688646,1.5008799446805114,0.005467191648098558,1.0122531498525601e-05,0.9441358317167309,2.0245062997051203e-05,0.2691550611486477,0.01126462065892797,True
12.12 Beef Shoulder 2_grid_5x5_r3_c4.jpg,0.6369978422953182,0.9053868112312855,0.46605957733165315,0.4468890629469017,9.013434274210544,6.424901572340203,1.2767278817092076,0.008886749432868001,7.87057788372569e-06,0.8985498274463062,1.574115576745138e-05,0.2209119205092802,0.24023550541435668,True
12.12 Beef Shoulder 3_grid_5x5_r4_c2.jpg,0.6369304968960334,0.8990390637437211,0.4864080861512227,0.42828816498246775,11.486912591087588,6.905842379718381,1.7122276933817473,0.014982506373929512,9.976154513563606e-06,0.9470240860851606,1.9952309027127213e-05,0.24792315829828693,0.163122543112886,True
B-1_grid_5x5_r5_c0.jpg,0.6368832923533658,0.882986394162737,0.5214219091596892,0.4047642659295191,15.636839895835747,6.996589273633375,1.5854557089356218,0.019846425899628636,2.897783014007911e-06,0.9691598333116817,5.795566028015822e-06,0.2573317829960893,0.03254767031788086,True
6 BEEF Shoulder -1_grid_5x5_r3_c3.jpg,0.6368631605856868,0.8495654426383372,0.575405071295962,0.38258083430706125,16.7136690852,7.323575524920438,1.8434646878314722,0.03126715988654478,1.3849514731019454e-06,0.9420167546249723,2.769902946203891e-06,0.24882301644322483,0.0,True
B. Shoulder 1.2_grid_5x5_r1_c5.jpg,0.6368280379559219,0.8990511258120615,0.498314559959986,0.4111899665804089,10.740222249327369,6.632959424410456,1.1071975588429792,0.01242121315083261,4.8304405037458096e-06,0.9026309641640315,9.660881007491619e-06,0.2336644861149945,0.07900508208287671,True
12.12 Beef Shoulder 3_grid_5x5_r5_c1.jpg,0.6367513155939568,0.8988146169406472,0.4684018202411656,0.4531393269331597,9.83152908685621,6.7736264239729,1.3642965481222236,0.013799093489584083,3.4342292625698644e-06,0.8926546069746426,6.868458525139729e-06,0.2665052211094168,0.2081499939697602,True
6 BEEF Shoulder -1_grid_5x5_r5_c2.jpg,0.6366784144436108,0.8597362006305226,0.5530530373275591,0.39686148450702485,19.73963811960266,7.276191742707342,1.6099164738294702,0.02828024743025069,3.929659057825845e-06,0.9105652385557519,7.85931811565169e-06,0.26555434495533564,0.0046479979760030155,True
